block_id,seed,val_order,condition,n_arms,n,modal_arm,modal_share,best_fixed_share,modal_is_best_fixed,entropy_bits
ILI_h24_DLinear,2021,deterministic,index,4,74,2,0.4594594594594595,0.4594594594594595,True,1.7785961096299956
ILI_h24_DLinear,2021,deterministic,defect,4,74,2,0.35135135135135137,0.35135135135135137,True,1.8935401452552936
ILI_h24_PatchTST,2021,deterministic,index,3,74,1,0.7567567567567568,0.7567567567567568,True,0.9862797907095945
ILI_h24_PatchTST,2021,deterministic,defect,3,74,1,0.47297297297297297,0.47297297297297297,True,1.4942604028418094
ILI_h24_iTransformer,2021,deterministic,index,3,74,1,0.5945945945945946,0.5945945945945946,True,1.2917722755781984
ILI_h24_iTransformer,2021,deterministic,defect,3,74,0,0.4189189189189189,0.40540540540540543,False,1.494689584195397
ILI_h36_DLinear,2021,deterministic,index,4,62,2,0.5967741935483871,0.5967741935483871,True,1.3643186585921567
ILI_h36_DLinear,2021,deterministic,defect,4,62,2,0.3387096774193548,0.3387096774193548,True,1.9579925330172383
ILI_h48_DLinear,2021,deterministic,index,4,50,2,0.72,0.72,True,0.8554508105601306
ILI_h48_DLinear,2021,deterministic,defect,4,50,2,0.38,0.38,True,1.9231437889720058
ILI_h48_PatchTST,2021,deterministic,index,3,50,1,0.94,0.94,True,0.32744491915447627
ILI_h48_PatchTST,2021,deterministic,defect,3,50,1,0.46,0.46,True,1.508894704985911
ILI_h48_iTransformer,2021,deterministic,index,3,50,1,0.64,0.64,True,1.2994705707972523
ILI_h48_iTransformer,2021,deterministic,defect,3,50,1,0.46,0.46,True,1.508894704985911
ILI_h60_DLinear,2021,deterministic,index,4,38,2,0.47368421052631576,0.47368421052631576,True,1.4618381992568745
ILI_h60_DLinear,2021,deterministic,defect,4,38,1,0.2894736842105263,0.2894736842105263,False,1.9771826429855701
Weather_h192_DLinear,2021,deterministic,index,4,5079,1,0.3673951565268754,0.3673951565268754,True,1.927267876536519
Weather_h192_DLinear,2021,deterministic,defect,4,5079,0,0.2852923803898405,0.2630439062807639,False,1.9857485077767196
Weather_h336_DLinear,2021,deterministic,index,4,4935,1,0.4605876393110436,0.4605876393110436,True,1.834000211649092
Weather_h336_DLinear,2021,deterministic,defect,4,4935,0,0.2838905775075988,0.28206686930091185,False,1.984939843937851
Weather_h336_PatchTST,2021,deterministic,index,3,4935,1,0.4828774062816616,0.4828774062816616,True,1.3632195633122097
Weather_h336_PatchTST,2021,deterministic,defect,3,4935,1,0.393515704154002,0.393515704154002,True,1.5427507459592644
Weather_h336_iTransformer,2021,deterministic,index,3,4935,0,0.37142857142857144,0.33454913880445797,False,1.578447951408148
Weather_h336_iTransformer,2021,deterministic,defect,3,4935,0,0.3608915906788247,0.3347517730496454,False,1.5814860591080269
Weather_h720_DLinear,2021,deterministic,index,4,4551,1,0.7237969676994067,0.7237969676994067,True,1.2754301748679304
Weather_h720_DLinear,2021,deterministic,defect,4,4551,1,0.3588222368710174,0.3588222368710174,True,1.9108623464610124
Weather_h96_DLinear,2021,deterministic,index,4,5175,0,0.29681159420289854,0.2811594202898551,False,1.970313254726795
Weather_h96_DLinear,2021,deterministic,defect,4,5175,0,0.28231884057971013,0.25681159420289856,False,1.9850735340004582
Weather_h96_PatchTST,2021,deterministic,index,3,5175,1,0.4815458937198068,0.4815458937198068,True,1.4046939978375925
Weather_h96_PatchTST,2021,deterministic,defect,3,5175,1,0.3849275362318841,0.3849275362318841,True,1.5680537786326065
Weather_h96_iTransformer,2021,deterministic,index,3,5175,0,0.38705314009661834,0.38705314009661834,True,1.5754132899256073
Weather_h96_iTransformer,2021,deterministic,defect,3,5175,0,0.3561352657004831,0.3561352657004831,True,1.5790026581852543
