block_id,seed,val_order,n_arms,arms,n,variant,rho_bar,p,z_analytic,p_analytic,null_mean,null_sd
ETTm1_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:none~san_lite,0.9393743736716156,0.0,,,,
ETTm1_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:revin~san_lite,0.9485708778955387,0.0,,,,
ETTm2_h192_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11329.0,index_order,0.9131325790829267,0.0004997501249375312,97.18751061684478,0.0,7.131862880859818e-06,0.003900501292829351
ETTm2_h192_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11329.0,full_permutation,0.00041642089713835343,0.4567716141929036,0.044320957644896776,0.48232428315133424,-4.452834483351578e-05,0.003867982209365429
ETTm2_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:fredf~none,0.9429510948250729,0.0,,,,
ETTm2_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:fredf~revin,0.9377545849646872,0.0,,,,
ETTm2_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:fredf~san_lite,0.9281717475117947,0.0,,,,
ETTm2_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:none~revin,0.8612194199189592,0.0,,,,
ETTm2_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:none~san_lite,0.835875975771938,0.0,,,,
ETTm2_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:revin~san_lite,0.9728226515051086,0.0,,,,
ETTm2_h336_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11185.0,index_order,0.8799921996996877,0.0004997501249375312,93.06307571113899,0.0,-1.7128744910743738e-05,0.003822330400971941
ETTm2_h336_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11185.0,full_permutation,-0.0003290162266291347,0.5332333833083458,-0.03479492434072685,0.5138783660140659,8.769138523901323e-05,0.003878794358181747
ETTm2_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:fredf~none,0.9222877277017669,0.0,,,,
ETTm2_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:fredf~revin,0.9210220502190065,0.0,,,,
ETTm2_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:fredf~san_lite,0.9106597540829798,0.0,,,,
ETTm2_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:none~revin,0.7787462850129159,0.0,,,,
ETTm2_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:none~san_lite,0.7622196465896465,0.0,,,,
